Title,Username,Tanggal,Review,Cleaned Review,Tokenized,Normalized,Filtered,Stemmed,Final Review
" Out of this world
",kosmasp,31 May 2015,"A lot has been said and written about Interstellar. You can obviously take apart any movie that is out there. You'll either love this one or you won't. I kind of would have loved to have watched this on an IMAX screen, the sheer scope of the whole thing. It's just amazing, what Nolan has put on screen here. It's not only the visual experience (there is no 3D here by the way), it's the story/ride you take with it. It might be clear to some earlier than to others, where it's heading (no pun intended), but it doesn't change the fact that it's beautiful ... and terrifying at the same time.Going out and saying this will be considered a classic, might not be too far stretched, but you still can never predict those things. The deserved love the movie gets on IMDb and other places would be an indicator that this will ring true though. The acting is really good, but I can understand if some people have issues with the ending. But the movie had to end in one way or another. It's the best possible way this could go, even if it's not in our grasps just yet ...",  lot has been said and written about interstellar you can obviously take apart any movie that is out there youll either love this one or you wont   kind of would have loved to have watched this on an imax screen the sheer scope of the whole thing its just amazing what nolan has put on screen here its not only the visual experience there is no    here by the way its the storyride you take with it it might be clear to some earlier than to others where its heading no pun intended but it doesnt change the fact that its beautiful  and terrifying at the same timegoing out and saying this will be considered   classic might not be too far stretched but you still can never predict those things the deserved love the movie gets on imdb and other places would be an indicator that this will ring true though the acting is really good but   can understand if some people have issues with the ending but the movie had to end in one way or another its the best possible way this could go even if its not in our grasps just yet ,"['lot', 'has', 'been', 'said', 'and', 'written', 'about', 'interstellar', 'you', 'can', 'obviously', 'take', 'apart', 'any', 'movie', 'that', 'is', 'out', 'there', 'youll', 'either', 'love', 'this', 'one', 'or', 'you', 'wont', 'kind', 'of', 'would', 'have', 'loved', 'to', 'have', 'watched', 'this', 'on', 'an', 'imax', 'screen', 'the', 'sheer', 'scope', 'of', 'the', 'whole', 'thing', 'its', 'just', 'amazing', 'what', 'nolan', 'has', 'put', 'on', 'screen', 'here', 'its', 'not', 'only', 'the', 'visual', 'experience', 'there', 'is', 'no', 'here', 'by', 'the', 'way', 'its', 'the', 'storyride', 'you', 'take', 'with', 'it', 'it', 'might', 'be', 'clear', 'to', 'some', 'earlier', 'than', 'to', 'others', 'where', 'its', 'heading', 'no', 'pun', 'intended', 'but', 'it', 'doesnt', 'change', 'the', 'fact', 'that', 'its', 'beautiful', 'and', 'terrifying', 'at', 'the', 'same', 'timegoing', 'out', 'and', 'saying', 'this', 'will', 'be', 'considered', 'classic', 'might', 'not', 'be', 'too', 'far', 'stretched', 'but', 'you', 'still', 'can', 'never', 'predict', 'those', 'things', 'the', 'deserved', 'love', 'the', 'movie', 'gets', 'on', 'imdb', 'and', 'other', 'places', 'would', 'be', 'an', 'indicator', 'that', 'this', 'will', 'ring', 'true', 'though', 'the', 'acting', 'is', 'really', 'good', 'but', 'can', 'understand', 'if', 'some', 'people', 'have', 'issues', 'with', 'the', 'ending', 'but', 'the', 'movie', 'had', 'to', 'end', 'in', 'one', 'way', 'or', 'another', 'its', 'the', 'best', 'possible', 'way', 'this', 'could', 'go', 'even', 'if', 'its', 'not', 'in', 'our', 'grasps', 'just', 'yet']","['lot', 'ha', 'been', 'said', 'and', 'written', 'about', 'interstellar', 'you', 'can', 'obviously', 'take', 'apart', 'any', 'movie', 'that', 'is', 'out', 'there', 'youll', 'either', 'love', 'this', 'one', 'or', 'you', 'wont', 'kind', 'of', 'would', 'have', 'loved', 'to', 'have', 'watched', 'this', 'on', 'an', 'imax', 'screen', 'the', 'sheer', 'scope', 'of', 'the', 'whole', 'thing', 'it', 'just', 'amazing', 'what', 'nolan', 'ha', 'put', 'on', 'screen', 'here', 'it', 'not', 'only', 'the', 'visual', 'experience', 'there', 'is', 'no', 'here', 'by', 'the', 'way', 'it', 'the', 'storyride', 'you', 'take', 'with', 'it', 'it', 'might', 'be', 'clear', 'to', 'some', 'earlier', 'than', 'to', 'others', 'where', 'it', 'heading', 'no', 'pun', 'intended', 'but', 'it', 'doesnt', 'change', 'the', 'fact', 'that', 'it', 'beautiful', 'and', 'terrifying', 'at', 'the', 'same', 'timegoing', 'out', 'and', 'saying', 'this', 'will', 'be', 'considered', 'classic', 'might', 'not', 'be', 'too', 'far', 'stretched', 'but', 'you', 'still', 'can', 'never', 'predict', 'those', 'thing', 'the', 'deserved', 'love', 'the', 'movie', 'get', 'on', 'imdb', 'and', 'other', 'place', 'would', 'be', 'an', 'indicator', 'that', 'this', 'will', 'ring', 'true', 'though', 'the', 'acting', 'is', 'really', 'good', 'but', 'can', 'understand', 'if', 'some', 'people', 'have', 'issue', 'with', 'the', 'ending', 'but', 'the', 'movie', 'had', 'to', 'end', 'in', 'one', 'way', 'or', 'another', 'it', 'the', 'best', 'possible', 'way', 'this', 'could', 'go', 'even', 'if', 'it', 'not', 'in', 'our', 'grasp', 'just', 'yet']","['lot', 'ha', 'said', 'written', 'interstellar', 'obviously', 'take', 'apart', 'movie', 'youll', 'either', 'love', 'one', 'wont', 'kind', 'would', 'loved', 'watched', 'imax', 'screen', 'sheer', 'scope', 'whole', 'thing', 'amazing', 'nolan', 'ha', 'put', 'screen', 'visual', 'experience', 'way', 'storyride', 'take', 'might', 'clear', 'earlier', 'others', 'heading', 'pun', 'intended', 'doesnt', 'change', 'fact', 'beautiful', 'terrifying', 'timegoing', 'saying', 'considered', 'classic', 'might', 'far', 'stretched', 'still', 'never', 'predict', 'thing', 'deserved', 'love', 'movie', 'get', 'imdb', 'place', 'would', 'indicator', 'ring', 'true', 'though', 'acting', 'really', 'good', 'understand', 'people', 'issue', 'ending', 'movie', 'end', 'one', 'way', 'another', 'best', 'possible', 'way', 'could', 'go', 'even', 'grasp', 'yet']","['lot', 'ha', 'said', 'written', 'interstellar', 'obvious', 'take', 'apart', 'movi', 'youll', 'either', 'love', 'one', 'wont', 'kind', 'would', 'love', 'watch', 'imax', 'screen', 'sheer', 'scope', 'whole', 'thing', 'amaz', 'nolan', 'ha', 'put', 'screen', 'visual', 'experi', 'way', 'storyrid', 'take', 'might', 'clear', 'earlier', 'other', 'head', 'pun', 'intend', 'doesnt', 'chang', 'fact', 'beauti', 'terrifi', 'timego', 'say', 'consid', 'classic', 'might', 'far', 'stretch', 'still', 'never', 'predict', 'thing', 'deserv', 'love', 'movi', 'get', 'imdb', 'place', 'would', 'indic', 'ring', 'true', 'though', 'act', 'realli', 'good', 'understand', 'peopl', 'issu', 'end', 'movi', 'end', 'one', 'way', 'anoth', 'best', 'possibl', 'way', 'could', 'go', 'even', 'grasp', 'yet']",lot ha said written interstellar obvious take apart movi youll either love one wont kind would love watch imax screen sheer scope whole thing amaz nolan ha put screen visual experi way storyrid take might clear earlier other head pun intend doesnt chang fact beauti terrifi timego say consid classic might far stretch still never predict thing deserv love movi get imdb place would indic ring true though act realli good understand peopl issu end movi end one way anoth best possibl way could go even grasp yet
" Masterpiece
",aheaven2005,25 June 2022,A science-fiction masterpiece. Nolan executes a marvelous direction that slowly but efficiently puts in place a dark world creating a necessity to save humanity. Add to that great performances from Nolan and Hathaway plus a great score from Hans Zimmer. The result is on the best science-fiction movies of all time.,  sciencefiction masterpiece nolan executes   marvelous direction that slowly but efficiently puts in place   dark world creating   necessity to save humanity add to that great performances from nolan and hathaway plus   great score from hans zimmer the result is on the best sciencefiction movies of all time,"['sciencefiction', 'masterpiece', 'nolan', 'executes', 'marvelous', 'direction', 'that', 'slowly', 'but', 'efficiently', 'puts', 'in', 'place', 'dark', 'world', 'creating', 'necessity', 'to', 'save', 'humanity', 'add', 'to', 'that', 'great', 'performances', 'from', 'nolan', 'and', 'hathaway', 'plus', 'great', 'score', 'from', 'hans', 'zimmer', 'the', 'result', 'is', 'on', 'the', 'best', 'sciencefiction', 'movies', 'of', 'all', 'time']","['sciencefiction', 'masterpiece', 'nolan', 'executes', 'marvelous', 'direction', 'that', 'slowly', 'but', 'efficiently', 'put', 'in', 'place', 'dark', 'world', 'creating', 'necessity', 'to', 'save', 'humanity', 'add', 'to', 'that', 'great', 'performance', 'from', 'nolan', 'and', 'hathaway', 'plus', 'great', 'score', 'from', 'han', 'zimmer', 'the', 'result', 'is', 'on', 'the', 'best', 'sciencefiction', 'movie', 'of', 'all', 'time']","['sciencefiction', 'masterpiece', 'nolan', 'executes', 'marvelous', 'direction', 'slowly', 'efficiently', 'put', 'place', 'dark', 'world', 'creating', 'necessity', 'save', 'humanity', 'add', 'great', 'performance', 'nolan', 'hathaway', 'plus', 'great', 'score', 'han', 'zimmer', 'result', 'best', 'sciencefiction', 'movie', 'time']","['sciencefict', 'masterpiec', 'nolan', 'execut', 'marvel', 'direct', 'slowli', 'effici', 'put', 'place', 'dark', 'world', 'creat', 'necess', 'save', 'human', 'add', 'great', 'perform', 'nolan', 'hathaway', 'plu', 'great', 'score', 'han', 'zimmer', 'result', 'best', 'sciencefict', 'movi', 'time']",sciencefict masterpiec nolan execut marvel direct slowli effici put place dark world creat necess save human add great perform nolan hathaway plu great score han zimmer result best sciencefict movi time
" Possibly the best movie of all time
",theoledoux,6 April 2021,"I think just about everything has been said about this film now. But, I can still tell you what this masterpiece is to me. To me, this movie is possibly the most relevant movie ever, because it questions our own humanity relative to the Universe. Whether that's our ability to love, think, or persevere and walk into the unknown. We are explorers, and curious at heart. This untameable curiosity is not our end, but our beginning. It is what advanced this civilization and it will continue to do so. So never, never let anybody tell you that we shouldn't look towards the stars and wonder, because that's what makes us human. Without this stargazing we are merely animals, accepting our fate in the dust...",  think just about everything has been said about this film now but   can still tell you what this masterpiece is to me to me this movie is possibly the most relevant movie ever because it questions our own humanity relative to the universe whether thats our ability to love think or persevere and walk into the unknown we are explorers and curious at heart this untameable curiosity is not our end but our beginning it is what advanced this civilization and it will continue to do so so never never let anybody tell you that we shouldnt look towards the stars and wonder because thats what makes us human without this stargazing we are merely animals accepting our fate in the dust,"['think', 'just', 'about', 'everything', 'has', 'been', 'said', 'about', 'this', 'film', 'now', 'but', 'can', 'still', 'tell', 'you', 'what', 'this', 'masterpiece', 'is', 'to', 'me', 'to', 'me', 'this', 'movie', 'is', 'possibly', 'the', 'most', 'relevant', 'movie', 'ever', 'because', 'it', 'questions', 'our', 'own', 'humanity', 'relative', 'to', 'the', 'universe', 'whether', 'thats', 'our', 'ability', 'to', 'love', 'think', 'or', 'persevere', 'and', 'walk', 'into', 'the', 'unknown', 'we', 'are', 'explorers', 'and', 'curious', 'at', 'heart', 'this', 'untameable', 'curiosity', 'is', 'not', 'our', 'end', 'but', 'our', 'beginning', 'it', 'is', 'what', 'advanced', 'this', 'civilization', 'and', 'it', 'will', 'continue', 'to', 'do', 'so', 'so', 'never', 'never', 'let', 'anybody', 'tell', 'you', 'that', 'we', 'shouldnt', 'look', 'towards', 'the', 'stars', 'and', 'wonder', 'because', 'thats', 'what', 'makes', 'us', 'human', 'without', 'this', 'stargazing', 'we', 'are', 'merely', 'animals', 'accepting', 'our', 'fate', 'in', 'the', 'dust']","['think', 'just', 'about', 'everything', 'ha', 'been', 'said', 'about', 'this', 'film', 'now', 'but', 'can', 'still', 'tell', 'you', 'what', 'this', 'masterpiece', 'is', 'to', 'me', 'to', 'me', 'this', 'movie', 'is', 'possibly', 'the', 'most', 'relevant', 'movie', 'ever', 'because', 'it', 'question', 'our', 'own', 'humanity', 'relative', 'to', 'the', 'universe', 'whether', 'thats', 'our', 'ability', 'to', 'love', 'think', 'or', 'persevere', 'and', 'walk', 'into', 'the', 'unknown', 'we', 'are', 'explorer', 'and', 'curious', 'at', 'heart', 'this', 'untameable', 'curiosity', 'is', 'not', 'our', 'end', 'but', 'our', 'beginning', 'it', 'is', 'what', 'advanced', 'this', 'civilization', 'and', 'it', 'will', 'continue', 'to', 'do', 'so', 'so', 'never', 'never', 'let', 'anybody', 'tell', 'you', 'that', 'we', 'shouldnt', 'look', 'towards', 'the', 'star', 'and', 'wonder', 'because', 'thats', 'what', 'make', 'u', 'human', 'without', 'this', 'stargazing', 'we', 'are', 'merely', 'animal', 'accepting', 'our', 'fate', 'in', 'the', 'dust']","['think', 'everything', 'ha', 'said', 'film', 'still', 'tell', 'masterpiece', 'movie', 'possibly', 'relevant', 'movie', 'ever', 'question', 'humanity', 'relative', 'universe', 'whether', 'thats', 'ability', 'love', 'think', 'persevere', 'walk', 'unknown', 'explorer', 'curious', 'heart', 'untameable', 'curiosity', 'end', 'beginning', 'advanced', 'civilization', 'continue', 'never', 'never', 'let', 'anybody', 'tell', 'shouldnt', 'look', 'towards', 'star', 'wonder', 'thats', 'make', 'u', 'human', 'without', 'stargazing', 'merely', 'animal', 'accepting', 'fate', 'dust']","['think', 'everyth', 'ha', 'said', 'film', 'still', 'tell', 'masterpiec', 'movi', 'possibl', 'relev', 'movi', 'ever', 'question', 'human', 'rel', 'univers', 'whether', 'that', 'abil', 'love', 'think', 'persever', 'walk', 'unknown', 'explor', 'curiou', 'heart', 'untam', 'curios', 'end', 'begin', 'advanc', 'civil', 'continu', 'never', 'never', 'let', 'anybodi', 'tell', 'shouldnt', 'look', 'toward', 'star', 'wonder', 'that', 'make', 'u', 'human', 'without', 'stargaz', 'mere', 'anim', 'accept', 'fate', 'dust']",think everyth ha said film still tell masterpiec movi possibl relev movi ever question human rel univers whether that abil love think persever walk unknown explor curiou heart untam curios end begin advanc civil continu never never let anybodi tell shouldnt look toward star wonder that make u human without stargaz mere anim accept fate dust
" I waited 5 years to watch it again
",Ksa-2010,26 June 2019,"After watching this insane movie in the theatres back in 2014 I swore to god I will wait 5 years to watch it again so I get to forget it and experince the insanity it has again
This without doubt is THE BEST MOVIE EVER MADE",after watching this insane movie in the theatres back in        swore to god   will wait   years to watch it again so   get to forget it and experince the insanity it has again this without doubt is the best movie ever made,"['after', 'watching', 'this', 'insane', 'movie', 'in', 'the', 'theatres', 'back', 'in', 'swore', 'to', 'god', 'will', 'wait', 'years', 'to', 'watch', 'it', 'again', 'so', 'get', 'to', 'forget', 'it', 'and', 'experince', 'the', 'insanity', 'it', 'has', 'again', 'this', 'without', 'doubt', 'is', 'the', 'best', 'movie', 'ever', 'made']","['after', 'watching', 'this', 'insane', 'movie', 'in', 'the', 'theatre', 'back', 'in', 'swore', 'to', 'god', 'will', 'wait', 'year', 'to', 'watch', 'it', 'again', 'so', 'get', 'to', 'forget', 'it', 'and', 'experince', 'the', 'insanity', 'it', 'ha', 'again', 'this', 'without', 'doubt', 'is', 'the', 'best', 'movie', 'ever', 'made']","['watching', 'insane', 'movie', 'theatre', 'back', 'swore', 'god', 'wait', 'year', 'watch', 'get', 'forget', 'experince', 'insanity', 'ha', 'without', 'doubt', 'best', 'movie', 'ever', 'made']","['watch', 'insan', 'movi', 'theatr', 'back', 'swore', 'god', 'wait', 'year', 'watch', 'get', 'forget', 'experinc', 'insan', 'ha', 'without', 'doubt', 'best', 'movi', 'ever', 'made']",watch insan movi theatr back swore god wait year watch get forget experinc insan ha without doubt best movi ever made
" Masterpiece
",e-jackson1985,8 May 2022,"Amongst the best movies of all time. The story, the acting, the script, the cinematography, the effects, the sound and the production as a whole is all absolute 10/10's.But what beats all of that is Hans Zimmers compositions. How he continues to churn out perfection to the senses is mindblowing.",amongst the best movies of all time the story the acting the script the cinematography the effects the sound and the production as   whole is all absolute     sbut what beats all of that is hans zimmers compositions how he continues to churn out perfection to the senses is mindblowing,"['amongst', 'the', 'best', 'movies', 'of', 'all', 'time', 'the', 'story', 'the', 'acting', 'the', 'script', 'the', 'cinematography', 'the', 'effects', 'the', 'sound', 'and', 'the', 'production', 'as', 'whole', 'is', 'all', 'absolute', 'sbut', 'what', 'beats', 'all', 'of', 'that', 'is', 'hans', 'zimmers', 'compositions', 'how', 'he', 'continues', 'to', 'churn', 'out', 'perfection', 'to', 'the', 'senses', 'is', 'mindblowing']","['amongst', 'the', 'best', 'movie', 'of', 'all', 'time', 'the', 'story', 'the', 'acting', 'the', 'script', 'the', 'cinematography', 'the', 'effect', 'the', 'sound', 'and', 'the', 'production', 'a', 'whole', 'is', 'all', 'absolute', 'sbut', 'what', 'beat', 'all', 'of', 'that', 'is', 'han', 'zimmer', 'composition', 'how', 'he', 'continues', 'to', 'churn', 'out', 'perfection', 'to', 'the', 'sens', 'is', 'mindblowing']","['amongst', 'best', 'movie', 'time', 'story', 'acting', 'script', 'cinematography', 'effect', 'sound', 'production', 'whole', 'absolute', 'sbut', 'beat', 'han', 'zimmer', 'composition', 'continues', 'churn', 'perfection', 'sens', 'mindblowing']","['amongst', 'best', 'movi', 'time', 'stori', 'act', 'script', 'cinematographi', 'effect', 'sound', 'product', 'whole', 'absolut', 'sbut', 'beat', 'han', 'zimmer', 'composit', 'continu', 'churn', 'perfect', 'sen', 'mindblow']",amongst best movi time stori act script cinematographi effect sound product whole absolut sbut beat han zimmer composit continu churn perfect sen mindblow
" 7 years later
",ravesch-83770,29 October 2021,"Sometimes I just need to see the start. Or end. Or a trailer. Or the music and theme from Hans Zimmer. Or the whole movie. Just to feel that thing, I only get from this movie. That the earth, space and time are something special, mystical. I never forget the first time I saw this movie, in an IMAX theatre in 2014. I was struck by it. Totally got me. And it stil does, 7 years later. This is the best movie ever made for me. Because of the feeling it gives me, no other movie can. So hard to get all of this emotion in only one movie. Brilliant.",sometimes   just need to see the start or end or   trailer or the music and theme from hans zimmer or the whole movie just to feel that thing   only get from this movie that the earth space and time are something special mystical   never forget the first time   saw this movie in an imax theatre in        was struck by it totally got me and it stil does   years later this is the best movie ever made for me because of the feeling it gives me no other movie can so hard to get all of this emotion in only one movie brilliant,"['sometimes', 'just', 'need', 'to', 'see', 'the', 'start', 'or', 'end', 'or', 'trailer', 'or', 'the', 'music', 'and', 'theme', 'from', 'hans', 'zimmer', 'or', 'the', 'whole', 'movie', 'just', 'to', 'feel', 'that', 'thing', 'only', 'get', 'from', 'this', 'movie', 'that', 'the', 'earth', 'space', 'and', 'time', 'are', 'something', 'special', 'mystical', 'never', 'forget', 'the', 'first', 'time', 'saw', 'this', 'movie', 'in', 'an', 'imax', 'theatre', 'in', 'was', 'struck', 'by', 'it', 'totally', 'got', 'me', 'and', 'it', 'stil', 'does', 'years', 'later', 'this', 'is', 'the', 'best', 'movie', 'ever', 'made', 'for', 'me', 'because', 'of', 'the', 'feeling', 'it', 'gives', 'me', 'no', 'other', 'movie', 'can', 'so', 'hard', 'to', 'get', 'all', 'of', 'this', 'emotion', 'in', 'only', 'one', 'movie', 'brilliant']","['sometimes', 'just', 'need', 'to', 'see', 'the', 'start', 'or', 'end', 'or', 'trailer', 'or', 'the', 'music', 'and', 'theme', 'from', 'han', 'zimmer', 'or', 'the', 'whole', 'movie', 'just', 'to', 'feel', 'that', 'thing', 'only', 'get', 'from', 'this', 'movie', 'that', 'the', 'earth', 'space', 'and', 'time', 'are', 'something', 'special', 'mystical', 'never', 'forget', 'the', 'first', 'time', 'saw', 'this', 'movie', 'in', 'an', 'imax', 'theatre', 'in', 'wa', 'struck', 'by', 'it', 'totally', 'got', 'me', 'and', 'it', 'stil', 'doe', 'year', 'later', 'this', 'is', 'the', 'best', 'movie', 'ever', 'made', 'for', 'me', 'because', 'of', 'the', 'feeling', 'it', 'give', 'me', 'no', 'other', 'movie', 'can', 'so', 'hard', 'to', 'get', 'all', 'of', 'this', 'emotion', 'in', 'only', 'one', 'movie', 'brilliant']","['sometimes', 'need', 'see', 'start', 'end', 'trailer', 'music', 'theme', 'han', 'zimmer', 'whole', 'movie', 'feel', 'thing', 'get', 'movie', 'earth', 'space', 'time', 'something', 'special', 'mystical', 'never', 'forget', 'first', 'time', 'saw', 'movie', 'imax', 'theatre', 'wa', 'struck', 'totally', 'got', 'stil', 'doe', 'year', 'later', 'best', 'movie', 'ever', 'made', 'feeling', 'give', 'movie', 'hard', 'get', 'emotion', 'one', 'movie', 'brilliant']","['sometim', 'need', 'see', 'start', 'end', 'trailer', 'music', 'theme', 'han', 'zimmer', 'whole', 'movi', 'feel', 'thing', 'get', 'movi', 'earth', 'space', 'time', 'someth', 'special', 'mystic', 'never', 'forget', 'first', 'time', 'saw', 'movi', 'imax', 'theatr', 'wa', 'struck', 'total', 'got', 'stil', 'doe', 'year', 'later', 'best', 'movi', 'ever', 'made', 'feel', 'give', 'movi', 'hard', 'get', 'emot', 'one', 'movi', 'brilliant']",sometim need see start end trailer music theme han zimmer whole movi feel thing get movi earth space time someth special mystic never forget first time saw movi imax theatr wa struck total got stil doe year later best movi ever made feel give movi hard get emot one movi brilliant
